rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness
2551,4,21.5,9.52,0.28
1982,0,11.7,7.69,0.83
2359,5,16.3,9.57,0.54
2295,4,15.4,10.4,0.61
2154,7,23.3,9.99,0.51
1339,2,4.2,6.44,0.75
1921,4,6.3,5.89,0.59
1206,4,3.3,10.67,0.63
1812,5,12.0,8.33,0.53
2031,5,14.6,9.91,0.68
2975,5,13.9,9.08,0.56
883,1,1.0,8.54,0.74
2137,3,5.9,9.03,0.87
2836,2,19.5,10.89,0.89
2331,0,6.7,7.11,0.62
2383,2,8.7,9.25,0.65
2211,3,16.2,8.55,0.77
2708,0,13.6,8.69,0.96
1038,1,10.7,8.67,0.58
829,3,13.5,7.79,0.89
1795,1,3.2,7.24,0.85
500,0,10.0,5.38,0.61
2661,4,16.0,9.83,0.68
2654,3,16.5,9.61,0.71
1496,4,10.1,6.04,0.51
1540,5,19.2,10.1,0.69
1749,2,15.2,9.31,0.65
1836,3,9.4,5.59,0.52
1889,2,14.7,11.36,0.87
2190,2,6.3,6.78,0.53
1679,1,1.9,6.23,0.63
2460,3,9.3,10.05,0.93
2112,4,13.9,6.13,0.53
1375,2,8.1,8.64,0.97
2734,0,0.2,8.12,0.88
849,4,15.0,8.83,0.53
1735,2,9.7,8.23,0.79
2476,3,6.2,8.34,0.86
1293,1,8.2,6.71,0.96
2016,0,4.7,6.98,0.85
2180,1,9.3,7.18,0.76
1197,5,12.9,7.16,0.6
1749,1,11.5,4.77,0.72
1690,1,8.0,6.96,1.0
3411,3,7.3,8.93,0.82
1265,3,7.2,8.41,0.49
2503,2,11.4,7.02,0.87
1525,3,11.6,7.37,0.67
1039,2,15.5,9.32,0.68
1871,3,11.0,6.65,0.71
2254,6,10.0,11.02,0.78
2444,5,14.9,8.96,0.75
2893,2,13.5,8.05,0.75
1975,1,13.0,9.05,0.62
1335,4,10.9,9.31,0.67
2117,0,7.9,6.06,0.63
1613,0,8.1,5.78,0.72
2448,4,8.6,6.23,0.4
891,1,6.8,7.46,0.75
3457,1,9.9,8.36,0.72
2399,4,14.5,6.75,0.52
621,0,16.0,6.67,0.61
1303,6,11.9,10.67,0.54
2371,1,13.5,8.47,0.69
2623,1,12.0,6.25,0.85
909,2,14.5,7.9,0.73
2299,0,4.8,8.5,0.69
500,0,6.2,7.62,0.87
1737,3,8.7,6.86,0.47
2578,4,11.6,7.4,0.64
1413,0,10.7,6.82,0.76
745,1,9.5,6.67,0.88
1902,3,15.9,7.56,0.8
1376,4,8.9,5.91,0.64
2240,3,1.8,9.12,0.65
1180,4,12.5,7.07,0.69
1259,3,10.8,6.29,0.55
500,1,10.5,8.42,0.59
1918,6,16.8,8.93,0.6
1687,5,6.8,7.95,0.85
968,2,0.7,5.22,0.67
2518,4,19.8,9.41,0.6
1649,3,17.2,10.03,0.52
1987,6,21.3,10.34,0.63
1991,3,13.2,7.58,0.57
956,3,14.5,6.26,0.53
3239,5,9.3,9.89,0.65
1470,5,14.7,7.71,0.66
2259,0,9.8,6.26,0.94
2338,3,19.1,9.76,0.79
1702,1,0.0,7.72,0.8
2224,3,21.7,8.44,0.78
1972,2,14.2,10.58,0.4
807,3,13.7,8.1,0.61
1567,3,11.8,5.98,0.7
1371,2,9.1,7.0,0.84
1476,6,8.4,6.87,0.35
887,2,9.4,6.85,0.45
2588,6,17.1,9.66,0.33
2921,1,8.3,4.65,0.64
2484,4,14.9,10.36,0.68
2689,3,12.8,10.3,0.44
1558,3,5.4,9.84,0.61
1354,3,7.0,7.14,0.73
1254,7,17.2,9.46,0.52
2250,4,4.3,9.65,0.41
1958,4,19.2,10.27,0.7
1745,1,13.2,6.94,0.83
2706,5,12.0,10.96,0.46
2083,2,7.4,9.26,0.63
1212,3,10.3,8.98,0.51
1323,2,10.0,7.7,1.0
2277,4,9.1,8.41,0.62
2529,1,11.5,6.84,0.63
2186,3,13.9,8.22,0.7
3127,7,15.9,10.57,0.37
2944,6,20.0,11.28,0.61
2108,5,22.0,9.06,0.61
1212,4,5.9,9.91,0.77
883,3,16.9,8.73,0.43
1528,3,6.5,7.46,0.67
2327,3,5.3,8.83,0.69
3078,3,6.7,10.97,0.59
2092,1,11.3,7.8,0.96
2618,3,6.0,9.05,0.51
1628,3,9.2,9.18,0.67
2235,1,10.0,7.61,0.58
2376,3,5.0,8.57,0.52
500,1,6.8,5.0,0.98
1510,3,9.2,7.21,0.59
2464,5,12.2,9.02,0.65
1992,2,14.9,6.74,0.52
962,4,14.9,4.71,0.59
500,2,11.4,8.65,0.78
1543,4,11.5,8.65,0.47
1749,4,3.9,9.88,0.58
1181,0,2.8,4.19,0.83
1900,3,14.5,8.84,0.97
2154,4,13.9,10.12,0.51
2269,3,11.8,10.12,0.74
500,0,8.2,4.28,0.85
1586,3,4.8,8.55,0.59
2200,4,10.4,9.96,0.5
2142,2,12.6,7.88,0.88
2130,2,15.0,9.34,0.49
1531,1,10.0,9.11,0.61
1570,1,9.9,7.3,0.89
1290,4,22.1,7.59,0.46
2337,0,1.1,8.14,0.71
1155,2,5.3,8.33,0.92
2395,0,18.3,8.3,0.68
1945,5,10.8,9.06,0.49
1768,1,4.3,7.85,0.51
1340,5,9.9,9.53,0.54
851,2,20.4,8.18,0.77
1346,1,9.4,8.4,0.64
1568,6,15.7,9.84,0.57
500,1,6.3,5.51,0.64
1661,2,10.4,9.22,0.82
2447,1,12.6,7.19,0.87
2197,5,23.1,11.18,0.57
1452,3,5.0,9.5,0.88
1832,2,18.4,7.57,0.71
1410,4,16.9,7.24,0.66
1904,3,11.8,9.67,0.41
2878,2,7.1,9.44,0.65
2477,3,8.4,8.89,0.66
2164,5,11.5,8.7,0.65
1454,4,16.2,8.52,0.53
2324,0,9.1,7.54,0.62
619,5,19.9,8.68,0.81
1623,3,10.4,6.67,0.77
2208,3,10.6,8.29,0.9
2318,3,6.2,10.01,0.52
2268,4,16.5,9.59,0.7
2006,2,8.1,8.75,0.67
1662,2,2.9,9.43,0.54
2176,3,7.7,11.13,0.62
1132,1,3.5,6.22,0.52
1208,5,17.6,9.37,0.51
1843,5,12.9,8.04,0.69
1921,6,15.7,9.63,0.75
522,0,13.2,5.36,0.65
2118,6,9.8,10.97,0.79
2340,4,18.8,7.47,0.34
1745,2,4.0,9.36,0.75
3462,1,0.0,6.24,0.67
1321,1,16.1,7.96,0.66
1547,3,0.1,6.72,0.36
1523,2,19.9,8.05,0.6
1746,0,9.0,7.52,0.66
1569,0,12.7,8.29,0.55
815,1,1.9,6.04,0.68
1417,0,8.3,5.64,0.75
1731,3,14.1,8.69,0.68
2660,4,18.3,9.7,0.53
3341,2,12.7,8.99,0.68
2734,4,12.1,8.19,0.76
1257,0,7.2,7.92,0.9
1312,6,14.2,6.73,0.69
1688,1,8.6,6.74,0.84
3049,7,13.4,10.16,0.56
1684,2,13.8,7.3,0.88
870,5,9.6,7.94,0.66
1449,5,16.1,8.63,0.56
2329,0,6.8,6.26,0.51
2282,2,0.0,6.08,0.49
1659,1,15.7,7.14,0.5
2278,4,5.3,8.5,0.71
500,2,11.4,6.06,0.56
1872,4,18.4,8.57,0.51
2402,4,11.7,10.76,0.57
1214,6,14.3,9.5,0.58
500,5,9.4,9.9,0.36
2912,1,18.2,7.66,0.81
1295,2,6.1,7.51,0.76
1968,1,11.4,7.8,0.69
2222,3,16.1,7.88,0.57
2858,3,10.9,6.48,0.7
1692,2,11.4,8.91,0.85
1422,2,9.5,7.89,0.39
2698,7,24.8,9.56,0.51
1680,2,15.0,7.09,0.61
1131,3,13.9,9.73,0.61
721,4,9.8,8.16,0.44
945,2,4.5,8.62,0.42
2405,2,12.5,9.81,0.78
1575,4,16.1,7.17,0.72
1374,5,2.7,7.58,0.61
1298,4,7.2,7.78,0.77
1859,4,13.7,6.55,0.79
1632,2,7.5,8.48,0.79
1608,3,13.4,6.42,0.79
2744,3,10.0,8.45,0.82
2876,4,15.3,6.28,0.69
672,1,17.0,7.58,0.68
2029,1,2.9,8.42,0.7
1256,2,11.1,7.74,0.67
1626,4,23.8,8.55,0.47
2016,0,6.0,7.66,0.83
1651,1,5.4,7.56,0.69
1961,2,14.7,7.3,0.84
2271,7,16.2,11.96,0.41
2006,4,18.5,8.83,0.9
1347,1,6.4,7.95,0.6
1359,3,14.6,8.73,0.48
792,2,8.3,7.34,0.74
1202,2,11.2,7.32,0.84
3173,2,9.8,8.56,0.69
1245,3,18.2,6.94,0.68
964,5,14.5,10.01,0.53
2023,2,3.8,8.96,0.57
1722,2,5.0,8.84,0.67
1663,5,15.5,9.73,0.51
2786,1,4.9,6.75,0.84
2184,3,13.8,7.57,0.82
1429,3,6.7,6.54,0.52
1448,3,7.1,7.17,0.83
2412,2,10.1,9.92,0.58
1584,3,6.0,8.94,0.48
544,3,10.7,7.32,0.77
1766,3,14.0,9.56,0.75
724,0,5.8,5.79,0.89
3328,2,11.9,8.91,0.42
1124,0,1.6,5.93,0.73
1686,3,6.8,8.38,0.59
1980,0,5.0,7.57,0.87
1596,2,11.8,8.0,0.45
2095,3,18.8,7.64,0.78
2868,4,11.2,9.04,0.54
2337,5,22.0,8.36,0.66
2834,2,15.8,10.59,0.57
1067,1,6.4,8.95,0.59
2022,0,7.5,7.49,0.72
1908,4,22.6,9.33,0.57
2045,1,11.7,9.54,0.88
1645,4,17.2,8.36,0.66
1516,2,9.9,8.25,0.71
2173,0,9.1,5.72,0.88
555,3,18.4,7.33,0.82
1634,1,11.0,7.69,0.62
1706,3,12.2,8.37,0.71
1155,1,8.5,5.89,0.71
2539,5,16.8,8.39,0.43
1056,3,5.4,7.13,0.54
1704,7,11.8,8.72,0.57
2005,3,17.1,7.86,0.75
2455,2,17.8,10.28,0.74
2290,4,9.8,11.42,0.52
1886,6,17.2,9.19,0.41
1037,4,0.0,8.03,0.53
795,1,8.7,6.08,0.92
1874,6,19.6,8.16,0.74
1420,2,7.0,6.1,0.84
2443,5,12.6,8.34,0.84
2322,6,20.5,10.19,0.61
1670,4,7.7,6.15,0.66
989,2,13.2,8.64,0.52
2157,4,2.8,7.14,0.6
1087,2,16.3,8.31,0.77
1269,3,10.3,5.56,0.61
1114,3,11.9,8.51,0.55
1703,1,11.9,7.24,0.82
2619,3,0.0,8.46,0.62
1796,1,2.5,6.79,0.74
1489,2,10.5,8.14,0.76
732,1,4.2,6.38,0.41
2186,3,4.8,8.18,0.76
1253,3,15.3,8.19,0.52
1882,1,5.1,7.35,0.75
1552,3,11.2,7.2,0.61
2386,3,8.3,8.19,0.5
1689,0,5.9,4.12,0.82
1758,1,10.7,6.41,0.53
2140,5,9.2,9.31,0.66
3274,6,16.7,10.07,0.58
2421,2,6.2,8.84,0.39
1737,2,10.8,9.04,0.71
1802,2,9.8,8.99,0.75
1432,2,2.5,5.45,0.53
1135,7,16.5,9.82,0.39
1413,2,8.4,7.3,0.69
1259,4,14.6,8.22,0.87
2257,2,4.7,6.12,0.49
1050,1,13.0,7.63,0.97
2733,4,9.9,8.48,0.58
2326,4,15.9,10.29,0.76
1814,3,20.8,8.84,0.67
1800,3,3.2,7.49,0.66
1409,5,8.6,8.09,0.43
1989,4,9.0,8.65,0.84
2561,3,12.1,10.14,0.41
1307,3,12.5,7.19,0.53
726,2,7.0,6.13,0.75
2292,2,15.0,8.71,0.99
2027,2,14.7,10.51,0.72
1015,4,18.6,9.78,0.81
1286,4,16.8,6.95,0.66
1198,5,20.2,8.15,0.58
1292,3,8.4,6.68,0.87
1573,2,6.9,11.71,0.56
1344,3,14.1,9.56,0.72
1269,3,12.7,6.74,0.85
1639,3,15.5,7.76,0.74
1917,2,8.6,7.39,0.68
1578,3,18.5,8.88,0.49
2155,1,7.2,9.15,0.76
686,2,10.5,6.22,0.93
2166,2,18.5,9.11,0.7
2223,3,11.5,9.56,0.26
1495,3,12.0,8.65,0.53
753,2,12.2,7.66,1.0
1805,2,13.1,8.43,0.59
1794,1,10.6,9.46,0.62
1014,3,14.6,8.99,0.39
784,1,11.6,6.12,0.72
1738,3,13.2,9.09,0.66
1636,2,19.2,8.15,0.61
1507,2,6.7,6.87,0.64
1741,5,16.1,9.98,0.66
1028,2,9.1,7.53,0.68
1495,3,7.2,9.45,0.4
2173,4,11.6,7.24,0.65
1555,2,5.3,8.04,0.66
629,1,9.8,4.81,0.77
1469,1,10.0,6.5,0.9
1050,3,13.2,6.49,0.73
1986,1,8.4,7.07,0.92
2023,3,11.7,7.91,0.91
2331,1,6.8,5.68,0.76
1021,1,4.4,6.76,0.78
2891,1,3.3,9.57,0.59
1765,2,0.8,8.08,0.59
927,4,18.3,7.37,0.59
1000,2,16.8,7.8,0.41
2043,5,5.4,8.95,0.3
1526,2,11.7,7.94,0.59
1732,2,4.8,8.07,0.57
2928,3,9.0,6.99,0.76
1310,2,9.5,9.13,0.38
1841,2,7.6,8.2,0.68
2793,3,16.4,7.65,0.71
1989,1,22.2,8.29,0.79
675,2,3.8,5.93,0.82
2153,3,15.9,7.08,0.59
985,5,16.6,10.13,0.62
2784,4,12.6,8.28,0.59
1223,2,6.3,8.8,0.56
2827,2,12.6,7.44,0.46
1242,2,11.1,6.49,0.71
1814,2,10.9,7.1,0.65
2327,3,15.3,7.15,0.54
2348,5,16.4,10.15,0.72
2109,0,7.9,8.46,0.82
2676,2,14.1,10.06,0.82
1713,1,9.7,7.24,0.73
1543,5,14.4,8.52,0.48
1557,3,18.2,9.57,0.55
2400,3,11.9,9.83,0.75
2055,2,2.5,6.38,0.5
2003,3,16.2,7.9,0.6
2356,4,17.3,8.52,0.67
500,0,7.5,6.43,0.62
2017,5,20.0,9.68,0.57
1952,0,5.4,7.7,0.59
2968,7,16.4,10.84,0.46
729,4,19.3,10.63,0.9
2890,4,11.2,9.31,0.42
1852,3,9.6,7.57,0.78
2142,3,12.1,6.87,0.68
2192,4,6.8,8.28,0.42
2080,2,15.9,7.04,0.59
1461,5,20.8,9.87,0.55
1780,3,3.0,7.91,0.65
1299,5,19.8,9.88,0.9
1768,5,14.7,9.22,0.51
500,4,11.4,9.74,0.46
2100,4,11.2,7.67,0.37
1714,1,7.9,6.27,0.63
1564,0,10.8,6.27,0.48
1953,1,9.9,7.29,0.62
796,2,10.9,7.43,0.45
3150,3,0.0,7.03,0.42
1728,2,7.4,5.76,0.76
1697,2,11.4,10.65,0.7
1124,3,0.0,8.19,0.59
1816,3,15.4,8.29,0.68
2770,4,11.1,7.1,0.55
2398,5,13.9,9.96,0.5
2182,2,4.5,9.84,0.81
1549,2,4.3,7.19,0.69
784,1,12.9,7.4,0.84
1659,4,16.1,7.44,0.49
1634,0,5.2,6.55,0.57
2534,3,15.7,8.09,0.49
2016,1,14.2,8.36,0.76
2928,1,0.0,10.02,0.67
2638,1,13.2,6.56,0.72
1480,3,11.4,6.66,0.9
543,2,15.6,7.53,0.33
2769,4,17.8,8.5,0.78
2751,2,10.8,7.74,0.68
843,4,14.8,7.61,0.77
2856,1,12.2,6.31,0.45
2067,4,19.1,8.74,0.54
1912,6,17.2,8.2,0.64
2930,5,11.8,10.53,0.51
2741,2,8.1,9.28,0.75
2255,2,8.0,5.92,0.85
2131,1,9.0,7.92,0.88
1519,3,13.8,7.35,0.5
1761,3,23.1,9.29,0.49
1168,3,17.5,9.61,0.73
1566,1,7.2,8.72,0.9
1543,0,9.3,6.66,0.59
1355,0,8.1,5.5,0.65
1895,2,10.5,6.34,0.87
1573,4,14.7,9.26,0.75
664,2,14.7,8.89,1.0
1720,1,7.8,7.6,0.74
1892,1,8.0,8.29,0.66
1582,1,9.2,6.04,0.44
690,3,9.5,8.49,0.9
2049,1,14.5,8.59,0.46
2253,4,10.6,8.38,0.57
2145,1,0.0,7.13,0.57
2527,4,9.7,10.48,0.27
1941,2,14.6,6.68,0.85
2135,7,14.7,10.51,0.56
1909,4,15.6,6.89,0.46
2281,5,6.9,8.4,0.52
695,2,2.4,7.25,0.58
1174,2,6.3,7.59,0.54
2910,7,18.1,11.41,0.73
500,2,7.4,6.19,0.63
1701,1,7.4,7.69,0.48
2620,3,10.7,8.35,0.65
1734,2,4.9,8.55,0.78
1516,1,16.1,8.4,0.56
1890,3,20.1,7.86,0.81
1552,2,14.3,8.17,0.81
1821,5,20.4,8.95,0.5
1321,3,12.7,6.79,0.42
2576,4,13.6,10.76,0.75
2796,2,12.7,8.77,0.86
1706,2,10.8,8.12,0.55
829,1,13.4,6.33,0.64
1433,3,7.6,7.1,0.73
1671,3,16.1,7.8,0.84
2153,2,18.7,8.26,0.95
1094,2,9.0,10.07,0.56
1261,2,5.8,6.52,0.79
2157,4,18.9,9.59,0.69
2457,2,13.1,5.18,0.8
1364,4,14.4,8.16,0.4
866,1,7.0,5.98,0.76
2348,0,8.4,7.79,0.94
1613,0,9.1,7.86,0.78
2408,2,12.8,9.62,0.69
1712,2,8.4,10.32,0.65
2407,3,8.1,6.86,0.88
1911,0,2.0,5.93,0.56
1863,4,10.5,8.65,0.63
1720,1,7.9,7.16,0.93
786,2,14.0,8.54,0.64
3156,3,16.1,9.34,0.97
1140,0,0.0,4.65,0.98
847,3,11.6,6.6,0.83
1650,2,12.5,7.17,0.7
1126,3,10.5,9.78,0.93
1763,6,15.1,9.86,0.84
2281,4,13.6,8.68,0.49
2496,3,10.4,7.25,0.79
2370,1,10.3,10.0,0.72
1586,3,4.1,7.72,0.7
1834,4,9.0,9.87,0.55
2085,3,10.4,6.92,0.84
569,2,7.8,9.29,0.98
2199,3,7.5,6.57,0.59
779,1,12.3,8.38,0.62
3228,3,7.7,8.93,0.72
1516,3,20.1,8.79,0.71
1670,6,11.7,9.65,0.47
1261,4,11.3,10.36,0.76
1359,2,5.9,8.08,0.79
3391,4,7.6,7.97,0.72
2458,4,14.8,7.84,0.86
715,5,9.0,7.38,0.69
2852,4,13.3,8.35,0.61
2635,2,14.5,10.51,0.68
1603,3,6.3,8.27,0.4
2014,3,3.7,7.91,0.54
1789,5,21.1,9.93,0.79
3180,4,5.9,9.88,0.81
1242,2,12.8,9.06,0.76
1902,3,5.0,9.76,0.68
1500,3,13.1,7.18,0.49
796,4,16.1,10.74,0.41
3334,5,11.2,10.73,0.62
972,3,4.3,7.29,0.72
1954,2,6.6,5.9,0.54
581,3,8.2,8.16,0.64
1520,2,6.9,7.11,0.88
2095,1,0.0,7.36,0.78
1222,1,2.6,5.05,0.73
2210,1,5.5,6.75,0.61
1611,6,14.6,10.51,0.85
2612,2,6.4,5.59,0.94
2753,1,11.1,6.56,0.72
1389,1,5.8,4.99,0.47
1853,3,14.1,8.66,0.8
1928,2,16.2,9.15,0.81
2233,4,14.2,8.25,0.49
1810,0,11.1,7.12,0.46
1933,6,11.5,11.94,0.49
1629,5,18.0,9.58,0.52
1880,3,5.5,7.68,0.8
2708,3,10.7,8.93,0.75
2252,1,11.3,7.63,0.88
2290,4,11.8,9.44,0.6
2306,2,11.3,8.44,0.7
1692,2,5.3,7.55,0.67
2023,1,13.0,8.23,0.8
1040,2,4.9,9.43,0.69
2688,7,10.7,11.56,0.73
500,1,13.9,9.79,0.91
1738,2,16.7,5.76,0.54
2598,1,10.6,9.72,0.8
845,1,7.8,5.41,0.71
2079,3,6.1,8.89,0.54
1323,4,7.4,6.99,0.5
1541,3,9.4,7.18,0.6
2462,1,7.0,7.03,0.91
1938,2,0.0,8.7,0.66
500,3,13.5,8.19,0.95
1116,3,2.8,8.1,0.79
2482,1,2.2,4.58,0.77
2114,1,6.4,7.18,0.67
3023,2,11.6,8.83,0.54
2977,2,10.9,8.22,0.88
1560,0,7.8,6.51,0.71
3552,4,7.3,9.06,0.49
1817,2,10.1,8.29,0.56
1126,2,16.7,7.76,0.66
1356,5,14.0,11.04,0.51
500,1,12.4,5.42,0.56
2924,1,0.0,7.46,0.61
2916,2,11.0,7.59,0.69
1089,1,13.4,6.09,0.54
1640,1,11.6,8.0,0.67
1866,5,16.2,7.93,0.47
1127,6,11.1,11.26,0.55
571,1,10.2,6.86,0.69
1652,2,15.6,7.62,0.57
1575,2,9.6,7.4,0.81
1528,1,17.9,8.06,0.56
1955,4,7.1,9.44,0.62
2800,2,12.0,7.98,0.89
1587,2,9.2,8.11,0.83
2308,4,13.7,11.04,0.5
2187,4,12.2,7.33,0.59
1369,3,5.9,8.05,0.7
1867,1,1.1,7.56,0.44
2183,2,11.4,9.75,0.99
1010,5,14.1,7.94,0.53
2684,2,10.7,8.74,0.84
2802,6,20.3,10.17,0.62
1294,4,13.8,7.74,0.47
1935,0,4.4,7.72,0.52
1418,1,18.3,9.49,1.0
2137,4,11.8,7.97,0.39
1914,1,10.0,8.31,0.62
772,1,0.0,6.0,0.58
2121,5,17.5,10.01,0.76
1029,0,6.4,7.92,0.75
2457,3,13.4,9.36,0.91
1330,5,7.2,8.17,0.81
1687,6,18.0,10.77,0.93
2760,3,2.1,8.99,0.91
2147,7,2.8,9.05,0.37
1044,3,19.4,9.57,0.91
1089,4,2.2,5.67,0.54
1380,1,0.5,5.78,0.73
2076,1,3.8,7.34,0.83
2050,2,9.1,7.46,0.84
1209,1,0.0,6.25,0.76
982,3,3.7,8.28,0.9
1997,2,3.6,8.21,0.54
1672,1,6.8,7.38,0.73
3310,2,19.1,6.99,0.56
1825,2,13.1,7.58,0.64
3069,1,9.1,6.48,0.56
980,2,5.9,7.78,0.66
698,2,8.8,7.11,0.42
1015,5,12.5,9.71,0.72
2632,3,13.2,10.53,0.73
3029,4,13.7,11.06,0.55
1252,2,9.0,9.86,0.68
1477,2,12.9,6.43,0.76
981,6,15.5,9.95,0.59
531,0,0.0,5.23,0.61
2302,3,5.2,9.99,0.66
1956,3,7.1,8.82,0.67
1807,4,18.3,10.2,0.63
819,2,14.8,7.13,0.53
2947,2,9.6,8.5,0.75
1447,2,10.9,8.85,0.6
2173,7,14.6,10.31,0.54
781,2,11.2,6.04,0.45
1666,5,17.1,11.59,0.67
2003,5,15.4,7.16,0.49
2028,4,9.1,10.54,0.72
1908,4,11.2,8.44,0.85
2146,1,10.1,6.9,0.82
1008,0,3.8,6.66,0.46
1938,4,14.1,7.42,0.57
1879,3,14.6,9.0,0.73
1962,2,10.3,11.58,0.49
908,6,17.0,7.57,0.5
877,4,16.1,8.83,0.54
500,2,6.5,6.0,0.52
2372,6,21.4,10.98,0.59
2379,3,14.5,7.67,0.7
2390,4,11.9,10.96,0.6
2014,4,15.0,9.37,0.85
500,0,8.1,5.27,0.68
1081,2,14.7,7.14,0.92
1919,5,13.3,8.43,0.81
1894,2,8.5,7.43,0.58
1644,1,6.9,5.67,0.57
2058,3,15.3,7.77,0.93
1808,2,12.4,9.43,0.67
1884,0,18.8,7.89,0.85
1352,4,12.5,6.09,0.56
2487,4,5.0,9.51,0.63
1498,2,12.9,7.82,0.75
868,0,8.7,5.92,0.82
1260,3,12.4,6.32,0.68
1556,0,7.0,6.1,0.95
2495,4,12.6,8.39,0.82
1770,3,14.6,8.13,0.67
1669,1,11.9,5.56,0.7
925,1,5.5,6.79,1.0
2349,5,12.8,10.07,0.58
1343,4,20.1,8.84,0.66
1729,5,20.0,10.72,0.82
2836,3,12.8,6.9,0.75
2156,4,12.8,10.87,0.56
660,3,0.0,8.11,0.62
561,5,13.7,8.73,0.64
1754,4,9.8,8.31,0.76
951,0,2.0,5.84,0.7
2253,1,2.1,8.77,0.75
1829,1,11.9,8.25,0.74
3018,2,11.3,8.13,0.47
1604,1,9.0,7.05,0.46
2047,2,6.9,7.96,0.69
1868,0,14.4,8.59,0.84
1618,6,17.3,8.04,0.7
1217,1,9.1,5.96,0.55
1040,3,9.1,8.73,0.7
1005,3,17.1,9.75,0.66
2083,3,19.4,9.51,0.71
1436,2,18.3,8.08,0.64
500,1,4.1,6.05,0.62
2111,2,11.3,8.06,0.79
1773,3,10.6,9.53,0.52
2742,3,6.3,8.08,0.8
2061,5,6.2,9.76,0.77
764,1,5.2,6.67,0.49
500,1,15.9,7.41,0.72
1296,2,19.9,8.74,0.57
1362,1,5.0,7.13,0.61
2460,3,0.0,7.88,0.76
1793,1,11.1,8.44,0.81
2593,1,19.2,7.62,0.92
872,1,10.3,7.0,0.68
2475,2,4.6,8.29,0.57
2304,3,9.9,7.18,0.72
500,0,0.0,7.5,0.85
2725,5,19.4,9.29,0.55
1865,1,11.1,7.31,0.61
2074,4,12.8,6.91,0.61
1194,6,17.5,10.57,0.63
2692,1,2.2,9.52,0.6
969,1,7.1,5.15,0.67
2382,1,15.1,6.71,0.73
2374,5,7.3,8.96,0.4
1118,1,14.4,6.71,0.63
3188,5,12.6,9.28,0.56
1962,1,2.2,4.77,0.92
2257,1,10.9,7.01,0.64
731,5,21.5,11.26,0.26
3282,5,11.5,9.23,0.52
942,4,16.9,10.52,0.79
2517,5,17.3,8.62,0.46
1103,5,13.0,9.52,0.64
1366,2,15.1,6.23,0.99
2352,5,17.0,9.67,0.73
2519,3,4.0,8.5,0.59
910,3,5.6,6.49,0.44
2563,2,9.6,8.03,0.43
2531,2,15.6,6.72,0.84
1143,3,10.3,5.31,0.6
2919,3,21.6,7.46,0.64
780,1,14.0,6.84,0.71
1362,1,6.6,5.4,0.46
2135,3,3.0,7.47,0.98
1202,5,13.6,8.94,0.32
1968,3,13.3,8.52,0.74
1669,2,12.7,6.25,0.72
2382,3,8.5,8.25,0.53
1640,1,15.0,6.68,0.7
1962,4,7.8,7.4,0.64
2602,2,16.4,8.28,0.71
2353,3,6.8,9.14,0.95
2350,3,12.2,7.08,0.66
995,2,13.8,8.44,0.6
2167,4,15.1,8.15,0.7
1185,2,5.7,6.97,0.72
903,1,4.3,6.84,0.9
1749,4,5.5,8.98,0.9
1166,2,3.9,7.23,0.54
2353,5,6.9,8.85,0.68
2370,5,20.4,8.1,0.57
500,2,19.5,7.46,0.87
1220,3,13.9,9.58,0.73
778,4,15.7,8.31,0.58
1476,2,14.0,6.86,0.76
2118,2,9.3,7.09,0.49
1630,4,9.9,6.86,0.93
1387,3,10.7,7.27,0.59
2710,3,2.9,9.42,0.47
500,3,11.9,7.92,0.49
2665,4,22.8,7.31,0.67
1418,6,14.4,9.65,0.58
1745,1,7.2,7.85,0.67
1430,2,13.4,7.94,0.7
2880,2,7.5,7.67,0.85
938,2,4.8,7.45,0.84
1808,2,6.1,9.39,0.79
2169,2,17.5,7.69,0.54
1156,2,3.5,5.58,0.73
1696,3,15.0,6.77,0.69
1179,1,10.7,6.59,0.81
1229,4,9.3,8.99,0.77
1555,6,17.8,9.32,0.65
2254,4,16.3,10.62,0.71
1560,5,8.1,8.94,0.7
2554,1,14.1,6.63,0.85
1101,2,8.9,6.82,0.79
923,1,0.9,7.27,0.74
3148,4,4.8,9.38,0.54
1339,5,10.6,9.55,0.51
882,0,9.3,7.84,1.0
580,2,14.1,9.19,0.78
2552,5,12.7,9.05,0.73
1561,2,1.9,8.81,0.62
1622,3,17.7,6.78,0.34
1688,2,16.6,9.47,0.81
2509,1,10.4,7.31,0.66
1674,2,8.1,7.97,0.79
3440,5,12.1,11.0,0.57
1893,2,1.0,6.44,0.71
2543,2,8.3,9.16,0.84
2363,4,6.0,8.6,0.57
1774,2,11.7,8.12,0.67
1389,3,8.1,6.17,0.44
2032,5,22.5,9.5,0.73
2157,3,18.5,9.51,0.38
1399,2,5.1,7.35,0.55
1916,1,6.2,7.73,0.67
2665,2,11.9,10.04,0.26
3248,6,16.9,11.47,0.36
2398,2,14.3,8.41,0.87
3103,1,8.9,6.95,0.72
2291,2,8.4,8.91,0.46
2736,6,13.4,9.65,0.62
1172,4,13.6,7.72,0.81
1460,3,16.1,8.52,0.51
3016,6,20.1,9.83,0.37
1117,2,12.9,8.39,0.37
861,5,12.9,7.32,0.8
2869,4,13.7,9.37,0.75
2637,1,5.8,6.18,1.0
2102,1,15.0,6.24,0.79
1768,4,10.8,8.76,0.59
